Transaction Date,Transaction Amount,Merchant,User ID,Full Name,Product Category
2024-10-15,8.02128,Snapdeal,USER__181,Anthony Miller,Online Shopping
2024-12-29,25.116600000000002,Hathway,USER__131,Benjamin Rice,Internet Bill
2025-01-02,46.160399999999996,Flipkart,USER__168,Aaron Mckee,Online Shopping
2024-09-06,111.11255999999999,Jio,USER__143,Rebecca Gamble,Mobile Recharge
2024-12-19,107.688,Foodpanda,USER__053,James Parker,Food Delivery
2024-10-22,111.29856000000001,Uber Eats,USER__163,Steven Smith,Food Delivery
2024-09-13,3.44016,Nykaa,USER__177,Kayla Holt,Online Shopping
2024-09-17,76.00524,Bajaj Finserv,USER__025,Ashley Carr,Loan Repayment
2024-09-15,24.44076,Pantaloons,USER__015,Jason Johnson,Gift Card
2024-10-07,88.86,Amazon Prime,USER__143,Rebecca Gamble,Streaming Service
2024-11-11,71.29044,OYO Life,USER__087,Mary Pittman,Rent Payment
2024-09-16,44.13048,Hathway,USER__090,Christina Ellis,Internet Bill
2024-12-14,51.161159999999995,Free Fire,USER__085,Justin Mathews,Gaming Credits
2024-12-31,35.59308,OYO Rooms,USER__033,Andrew Armstrong,Hotel Booking
2024-09-06,78.20484,EaseMyTrip,USER__044,Christopher Harmon,Flight Booking
2024-10-24,21.658079999999998,PUBG Mobile,USER__147,Jennifer Tapia,Gaming Credits
2024-12-08,79.84308,Minecraft,USER__014,Darlene Tucker,Gaming Credits
2024-09-14,114.34848,Hyderabad Water Board,USER__016,Thomas Salas,Water Bill
2024-09-29,117.47940000000001,Axis Bank,USER__093,Nicholas Jones,Loan Repayment
2024-12-10,85.50948,Treebo,USER__046,Erika Vazquez,Hotel Booking
2024-09-15,75.85248,Amazon Prime,USER__078,Adam Hansen,Streaming Service
2024-09-27,5.545680000000001,Airbnb,USER__113,Bianca Bell,Hotel Booking
2024-09-29,90.31644,Nestaway,USER__021,Michelle Kim,Rent Payment
2024-09-29,17.475839999999998,Nature's Basket,USER__059,Jason Jones,Grocery Shopping
2024-12-30,114.10476,Amazon,USER__068,Barbara Collins,Online Shopping
2024-10-05,62.90016000000001,Airtel Broadband,USER__095,Margaret Carter,Internet Bill
2024-11-30,5.84232,MakeMyTrip Bus,USER__017,Kevin Harris,Bus Ticket
2024-11-22,78.40044,Yatra,USER__106,Joseph Powell,Flight Booking
2024-12-10,10.875,Nykaa,USER__019,Lisa Ross,Online Shopping
2024-11-28,104.03940000000001,Paytm Bus,USER__042,Lisa Morse,Bus Ticket
2024-09-01,16.1916,Pantaloons,USER__038,Stephanie Tran,Gift Card
2024-10-29,55.30632,Flipkart Supermart,USER__186,Betty Charles,Grocery Shopping
2024-09-06,92.4774,AbhiBus,USER__017,Kevin Harris,Bus Ticket
2024-09-06,77.40552,Goibibo,USER__101,Nicole Kaufman,Bus Ticket
2024-09-28,37.00896,Chennai Metro Water,USER__088,Joseph Meadows,Water Bill
2024-10-17,114.59147999999999,Netflix,USER__052,Harold Smith,Streaming Service
2024-12-29,34.96296,Unacademy,USER__058,Roger Riley,Education Fee
2024-09-05,48.528839999999995,Indraprastha Gas,USER__041,Carolyn Brown,Gas Bill
2024-09-28,95.07180000000001,Airtel Broadband,USER__021,Michelle Kim,Internet Bill
2024-12-22,20.85276,Paytm Bus,USER__067,Kimberly Gonzalez,Bus Ticket
2024-09-23,10.60104,Ola,USER__200,Gwendolyn Wiley,Taxi Fare
2024-10-23,102.64811999999998,Flipkart,USER__116,Patrick Knight,Gift Card
2024-09-13,15.00576,Cinepolis,USER__166,Jeffery Morgan,Movie Ticket
2024-12-21,56.618280000000006,Bangalore Water Supply,USER__017,Kevin Harris,Water Bill
2024-12-11,26.889599999999998,Housing.com,USER__078,Adam Hansen,Rent Payment
2024-11-25,115.55532000000001,Pantaloons,USER__147,Jennifer Tapia,Gift Card
2024-10-12,56.81412,Mumbai Water,USER__010,Daniel Pitts,Water Bill
2024-11-28,15.93576,Free Fire,USER__049,Michael Yang,Gaming Credits
2024-09-05,73.88664,ACT Fibernet,USER__074,Elizabeth Barnes,Internet Bill
2024-12-10,111.57972000000002,SonyLIV,USER__019,Lisa Ross,Streaming Service
2024-12-20,108.71820000000001,Uber Eats,USER__024,Leslie Campbell,Food Delivery
2024-12-06,25.8924,Amazon Pantry,USER__111,Wayne Madden,Grocery Shopping
2024-12-29,105.288,BSNL,USER__108,William Willis,Mobile Recharge
2024-12-09,72.76548,Airbnb,USER__068,Barbara Collins,Rent Payment
2024-11-05,39.14352,Hotstar,USER__003,Kelsey Pena,Streaming Service
2024-11-02,92.07312,BSNL Broadband,USER__042,Lisa Morse,Internet Bill
2024-11-25,79.79172,Mahanagar Gas,USER__198,Sherri Rich,Gas Bill
2024-12-13,92.81700000000001,Swiggy,USER__074,Elizabeth Barnes,Food Delivery
2024-09-25,108.54972,Amazon Prime,USER__051,Mark Anderson,Streaming Service
2025-01-10,88.01604,Foodpanda,USER__105,Christopher Lewis,Food Delivery
2024-11-12,44.26332,Domino's,USER__013,Aaron Martinez,Food Delivery
2024-11-15,104.59667999999999,RedBus,USER__037,Patricia Jordan,Bus Ticket
2024-12-22,36.643319999999996,Foodpanda,USER__170,Timothy Collier,Food Delivery
2024-12-13,6.2523599999999995,Amazon Prime,USER__004,Denise Porter,Streaming Service
2024-12-02,114.522,OYO Rooms,USER__187,Anita Ramirez,Hotel Booking
2024-12-29,102.08484,Ixigo,USER__066,Erin Baker,Flight Booking
2024-12-21,43.3926,Gujarat Gas,USER__092,Keith Clark,Gas Bill
2024-12-16,91.5558,SBI Life,USER__082,Dana Hunt,Insurance Premium
2024-11-16,93.00252,Treebo,USER__070,Franklin Mason,Hotel Booking
2024-11-06,26.14524,MSEDCL,USER__092,Keith Clark,Electricity Bill
2024-09-15,120.19848000000002,Amazon,USER__033,Andrew Armstrong,Online Shopping
2024-12-06,84.444,Hyderabad Water Board,USER__077,William Contreras,Water Bill
2024-09-29,55.194120000000005,Ola,USER__172,Stephanie Miller,Taxi Fare
2024-10-14,62.645520000000005,Airtel,USER__110,Michael Paul,Mobile Recharge
2024-11-19,37.90608,OYO Life,USER__127,Christopher Harris,Rent Payment
2025-01-03,8.61,Meru,USER__006,Kimberly Ball,Taxi Fare
2024-12-19,16.773960000000002,Treebo,USER__103,Alison Leon,Hotel Booking
2024-11-07,52.793639999999996,Meru,USER__191,Carrie Nguyen,Taxi Fare
2024-12-17,80.00364,Bangalore Water Supply,USER__017,Kevin Harris,Water Bill
2024-09-17,113.247,Minecraft,USER__048,Shannon Duke,Gaming Credits
2024-09-17,38.96916,Nestaway,USER__104,Elizabeth Johnson,Rent Payment
2024-11-04,109.65264000000002,BYJU'S,USER__135,Jamie Collier,Education Fee
2024-11-23,9.67548,Pantaloons,USER__154,Kyle Wade,Gift Card
2024-09-02,61.8234,LIC,USER__009,Amy Pierce,Insurance Premium
2024-11-09,55.826280000000004,Paytm Bus,USER__004,Denise Porter,Bus Ticket
2024-11-10,100.28004,Jio,USER__062,Tina Lucas,Mobile Recharge
2024-11-20,103.46651999999999,Amazon Pantry,USER__053,James Parker,Grocery Shopping
2024-12-13,90.11316000000001,Chennai Metro Water,USER__104,Elizabeth Johnson,Water Bill
2024-10-15,86.01744,Meru,USER__126,Thomas Shaw,Taxi Fare
2024-12-21,97.45128,INOX,USER__004,Denise Porter,Movie Ticket
2024-09-26,68.50428000000001,Grofers,USER__136,Holly Jackson,Grocery Shopping
2024-10-09,70.98744,RedBus,USER__093,Nicholas Jones,Bus Ticket
2024-11-15,92.9664,Nestaway,USER__099,Joy Padilla,Rent Payment
2024-10-26,3.36528,Meru,USER__068,Barbara Collins,Taxi Fare
2024-11-21,59.35164,Call of Duty Mobile,USER__135,Jamie Collier,Gaming Credits
2024-12-18,25.11924,SBI,USER__110,Michael Paul,Loan Repayment
2024-09-08,28.29204,Netflix,USER__008,Amber Brown,Streaming Service
2024-11-06,10.88568,BSNL,USER__035,Raymond Ayala,Mobile Recharge
2025-01-05,50.92812000000001,Airtel,USER__129,Robert Rice,Mobile Recharge
2024-11-13,99.30467999999999,Lifestyle,USER__061,Melissa Turner,Gift Card
2025-01-12,68.08452,Gujarat Gas,USER__165,Matthew Hobbs,Gas Bill
2024-11-05,61.23288,Shoppers Stop,USER__001,Sean Rodriguez,Gift Card
2024-12-12,117.723,Ola,USER__100,Lawrence Williams,Taxi Fare
2025-01-09,96.38472,Rapido,USER__030,Christy Ramos,Taxi Fare
2024-12-15,47.99796,Flipkart,USER__136,Holly Jackson,Gift Card
2024-12-08,60.979200000000006,Airtel Broadband,USER__128,Chad Reese,Internet Bill
2024-09-08,98.88575999999999,Meru,USER__113,Bianca Bell,Taxi Fare
2024-12-03,37.09092,Bharat Gas,USER__155,Christopher Campbell,Gas Bill
2024-09-25,114.71112000000001,Rapido,USER__018,Jose Gould,Taxi Fare
2024-10-18,102.08940000000001,ACT Fibernet,USER__170,Timothy Collier,Internet Bill
2024-10-22,27.20052,Free Fire,USER__150,Selena Lewis,Gaming Credits
2024-11-02,59.66352,Bharat Gas,USER__090,Christina Ellis,Gas Bill
2024-09-24,104.63592000000003,BSNL Broadband,USER__080,Emily Mcdaniel,Internet Bill
2024-12-24,89.32824,Jugnoo,USER__180,Michelle Holden,Taxi Fare
2024-11-26,98.17404,Yatra,USER__009,Amy Pierce,Flight Booking
2024-11-29,44.7348,Jio,USER__064,Kevin Hensley,Mobile Recharge
2024-11-26,49.72464,Hotstar,USER__024,Leslie Campbell,Streaming Service
2024-12-21,61.328160000000004,Airbnb,USER__156,Christopher Reynolds,Rent Payment
2024-12-11,24.2754,Ixigo,USER__007,Julie Russell,Flight Booking
2024-12-30,8.88744,BYJU'S,USER__132,Katherine Howard,Education Fee
2024-12-07,26.7972,ICICI Prudential,USER__027,Michael Hines,Insurance Premium
2024-12-17,74.4306,Coursera,USER__086,Joshua Burgess,Education Fee
2024-10-21,114.69492,Idea,USER__181,Anthony Miller,Mobile Recharge
2024-12-26,36.62352,Bharat Gas,USER__162,Monica Bartlett,Gas Bill
2024-11-25,42.252120000000005,SonyLIV,USER__124,Eric Richard,Streaming Service
2024-12-28,0.91644,Max Life,USER__030,Christy Ramos,Insurance Premium
2024-09-18,55.008,Myntra,USER__102,Lindsay Thompson,Online Shopping
2025-01-03,49.00944,Hathway,USER__056,Mark Bailey,Internet Bill
2024-11-28,62.3544,Goibibo,USER__141,Hector Saunders,Bus Ticket
2024-12-05,18.94416,Flipkart,USER__023,Sabrina White,Online Shopping
2024-11-01,36.89304,Idea,USER__024,Leslie Campbell,Mobile Recharge
2024-09-22,21.737640000000003,Bajaj Finserv,USER__014,Darlene Tucker,Loan Repayment
2025-01-07,106.08624,Domino's,USER__187,Anita Ramirez,Food Delivery
2024-12-10,17.30808,Nestaway,USER__014,Darlene Tucker,Rent Payment
2024-10-24,19.947960000000002,Roblox,USER__123,Jacqueline Gonzalez,Gaming Credits
2024-11-26,42.77892000000001,Flipkart,USER__010,Daniel Pitts,Gift Card
2025-01-02,32.895360000000004,AbhiBus,USER__065,Jose Green,Bus Ticket
2024-09-30,37.52544,Cinepolis,USER__020,Melanie Greene,Movie Ticket
2024-11-14,32.52372,Zomato,USER__188,Joan Marquez,Food Delivery
2024-11-29,21.39312,BigBasket,USER__071,Michelle Phelps,Grocery Shopping
2024-12-30,19.24848,Domino's,USER__080,Emily Mcdaniel,Food Delivery
2024-09-30,62.145720000000004,Cinepolis,USER__133,Matthew Aguilar,Movie Ticket
2024-11-18,107.84100000000001,Hathway,USER__189,Linda Pittman,Internet Bill
2024-12-27,46.7532,Uber Eats,USER__006,Kimberly Ball,Food Delivery
2025-01-09,77.65188,Axis Bank,USER__088,Joseph Meadows,Loan Repayment
2024-12-25,115.9038,Uber,USER__036,Michele Anderson,Taxi Fare
2024-11-10,13.03596,MakeMyTrip,USER__139,Anthony Arnold,Hotel Booking
2025-01-09,2.6808,Housing.com,USER__086,Joshua Burgess,Rent Payment
2025-01-06,79.52268000000001,Mahanagar Gas,USER__070,Franklin Mason,Gas Bill
2025-01-12,40.70568,SPI Cinemas,USER__116,Patrick Knight,Movie Ticket
2024-09-08,63.321600000000004,OYO Rooms,USER__150,Selena Lewis,Hotel Booking
2024-09-26,98.91084,ACT Fibernet,USER__143,Rebecca Gamble,Internet Bill
2024-12-04,113.06040000000002,Uber Eats,USER__157,Anthony Armstrong,Food Delivery
2024-11-28,34.99512,SBI,USER__056,Mark Bailey,Loan Repayment
2024-12-13,84.94716000000001,HDFC Life,USER__189,Linda Pittman,Insurance Premium
2024-10-06,113.65308,Uber,USER__003,Kelsey Pena,Taxi Fare
2024-11-09,112.38168000000002,Jio,USER__101,Nicole Kaufman,Mobile Recharge
2024-12-21,76.49436,Jugnoo,USER__133,Matthew Aguilar,Taxi Fare
2024-09-27,31.703639999999996,Flipkart,USER__096,Charles Glover,Online Shopping
2024-11-10,99.30575999999999,NoBroker,USER__006,Kimberly Ball,Rent Payment
2024-11-30,79.22376000000001,OYO Rooms,USER__100,Lawrence Williams,Hotel Booking
2024-10-17,12.60288,Jugnoo,USER__136,Holly Jackson,Taxi Fare
2024-12-30,91.54476,Mahanagar Gas,USER__149,Regina Woods,Gas Bill
2024-12-02,90.45179999999999,Adani Gas,USER__195,Anthony Hoffman,Gas Bill
2024-09-09,35.63832,BSNL Broadband,USER__178,Richard Lowery,Internet Bill
2024-09-30,116.18339999999999,Bajaj Finserv,USER__155,Christopher Campbell,Loan Repayment
2024-11-26,108.71364000000001,Pantaloons,USER__132,Katherine Howard,Gift Card
2024-10-10,25.213079999999998,Ola,USER__114,Brenda Haas,Taxi Fare
2024-09-07,56.32092000000001,BYJU'S,USER__080,Emily Mcdaniel,Education Fee
2024-09-30,23.42088,Free Fire,USER__003,Kelsey Pena,Gaming Credits
2024-10-29,37.427400000000006,OYO Rooms,USER__126,Thomas Shaw,Hotel Booking
2024-09-17,81.2964,Goibibo,USER__048,Shannon Duke,Bus Ticket
2024-10-04,27.65316,Shoppers Stop,USER__141,Hector Saunders,Gift Card
2024-10-13,21.88284,Indraprastha Gas,USER__197,Amy Powell,Gas Bill
2024-12-22,90.40212,Treebo,USER__114,Brenda Haas,Hotel Booking
2024-09-27,85.77132,AbhiBus,USER__112,Sarah Mann,Bus Ticket
2024-12-15,78.0552,Grofers,USER__014,Darlene Tucker,Grocery Shopping
2024-12-10,11.01156,MSEDCL,USER__079,Hannah Maynard,Electricity Bill
2024-10-23,60.574560000000005,Domino's,USER__073,Hunter Peters,Food Delivery
2024-11-10,33.777840000000005,Nature's Basket,USER__110,Michael Paul,Grocery Shopping
2024-10-02,98.8734,Hyderabad Water Board,USER__008,Amber Brown,Water Bill
2024-12-17,96.94727999999999,Nestaway,USER__163,Steven Smith,Rent Payment
2024-12-18,98.48544000000001,BigBasket,USER__138,Carol Wilson,Grocery Shopping
2024-11-13,32.18544,Myntra,USER__147,Jennifer Tapia,Online Shopping
2024-10-21,70.63380000000001,Yatra,USER__153,Madison Liu,Flight Booking
2024-10-20,87.02123999999999,Airbnb,USER__163,Steven Smith,Rent Payment
2024-12-02,102.85644,Netflix,USER__130,Amy Mercer,Streaming Service
2024-11-02,7.31844,SonyLIV,USER__200,Gwendolyn Wiley,Streaming Service
2024-09-29,94.2834,AbhiBus,USER__193,Scott Harrison,Bus Ticket
2024-12-10,90.05148,Shoppers Stop,USER__066,Erin Baker,Gift Card
2024-11-06,76.46964,Treebo,USER__180,Michelle Holden,Hotel Booking
2024-12-15,62.76756,Housing.com,USER__155,Christopher Campbell,Rent Payment
2024-09-21,64.1664,Goibibo,USER__164,Brian Jones,Bus Ticket
2024-12-26,114.11532000000001,BSES,USER__040,Michael Williams,Electricity Bill
2025-01-04,6.31224,Flipkart Supermart,USER__052,Harold Smith,Grocery Shopping
2024-12-04,7.15932,Cinepolis,USER__176,Ashley Campbell,Movie Ticket
2024-11-23,42.5718,Roblox,USER__133,Matthew Aguilar,Gaming Credits
2024-12-28,116.53896,Chennai Metro Water,USER__110,Michael Paul,Water Bill
2024-12-29,81.3468,ACT Fibernet,USER__081,Michael Huang,Internet Bill
2025-01-05,72.13104,MSEDCL,USER__061,Melissa Turner,Electricity Bill
2024-12-29,33.390480000000004,Bharat Gas,USER__020,Melanie Greene,Gas Bill
2024-10-14,12.310680000000001,Ixigo,USER__093,Nicholas Jones,Flight Booking
2024-11-17,12.18864,PVR Cinemas,USER__071,Michelle Phelps,Movie Ticket
2024-12-03,35.13336,Fab Hotels,USER__118,Kristin Richardson,Hotel Booking
2024-09-18,76.3644,Cleartrip,USER__074,Elizabeth Barnes,Flight Booking
2024-10-14,79.13676,Nestaway,USER__044,Christopher Harmon,Rent Payment
2024-11-20,28.2642,Amazon,USER__008,Amber Brown,Online Shopping
2024-09-28,84.52692,Netflix,USER__005,Alexander Richardson,Streaming Service
2025-01-11,3.7648800000000002,Foodpanda,USER__032,Fernando Oliver,Food Delivery
2025-01-12,39.79548,Rapido,USER__002,Nathan Snyder,Taxi Fare
2024-12-28,10.957320000000001,Ola,USER__047,Joseph Jones,Taxi Fare
2024-11-27,36.689280000000004,PVR Cinemas,USER__016,Thomas Salas,Movie Ticket
2024-11-05,86.17044,AbhiBus,USER__160,Jacqueline Gordon,Bus Ticket
2024-11-29,5.35068,Uber,USER__133,Matthew Aguilar,Taxi Fare
2024-10-17,3.8170800000000003,Max Life,USER__107,Kelsey Ibarra,Insurance Premium
2024-10-01,73.85016,Bajaj Finserv,USER__039,Diane Hudson,Loan Repayment
2024-11-13,32.0742,Amazon Prime,USER__059,Jason Jones,Streaming Service
2024-11-22,17.31924,BigBasket,USER__192,Kimberly Bennett,Grocery Shopping
2024-10-31,54.03396,Bajaj Finserv,USER__195,Anthony Hoffman,Loan Repayment
2024-12-13,63.713879999999996,Zomato,USER__099,Joy Padilla,Food Delivery
2025-01-06,103.04039999999999,SBI,USER__053,James Parker,Loan Repayment
2024-10-11,19.7526,OYO Rooms,USER__008,Amber Brown,Hotel Booking
2024-12-17,92.04924,Bharat Gas,USER__042,Lisa Morse,Gas Bill
2024-09-13,86.57184000000001,Shoppers Stop,USER__130,Amy Mercer,Gift Card
2024-09-28,70.35252,Jugnoo,USER__052,Harold Smith,Taxi Fare
2024-09-28,67.91736,HDFC Life,USER__174,Michael Reid,Insurance Premium
2024-12-08,115.29780000000002,Myntra,USER__117,Joseph Torres,Online Shopping
2024-11-30,109.98096,Rapido,USER__034,Alexander Li,Taxi Fare
2024-12-05,112.51476,NoBroker,USER__129,Robert Rice,Rent Payment
2024-12-04,56.07108,Max Life,USER__124,Eric Richard,Insurance Premium
2024-12-06,104.52732,Nature's Basket,USER__176,Ashley Campbell,Grocery Shopping
2024-11-16,56.77932,SBI,USER__043,Ashley Smith,Loan Repayment
2024-12-09,4.5255600000000005,INOX,USER__175,Robert Mendoza,Movie Ticket
2024-12-25,84.91127999999999,Yatra,USER__117,Joseph Torres,Flight Booking
2024-11-02,109.84164,Foodpanda,USER__046,Erika Vazquez,Food Delivery
2024-09-12,63.775200000000005,Flipkart,USER__009,Amy Pierce,Online Shopping
2024-10-13,14.7966,Flipkart,USER__157,Anthony Armstrong,Online Shopping
2024-10-18,82.22964,Hyderabad Water Board,USER__146,Samuel Cabrera,Water Bill
2024-10-09,61.27812,Swiggy,USER__041,Carolyn Brown,Food Delivery
2024-11-06,65.86548,MSEDCL,USER__173,Lisa Chavez,Electricity Bill
2024-11-06,51.326879999999996,Carnival Cinemas,USER__181,Anthony Miller,Movie Ticket
2024-12-21,117.94392,Nature's Basket,USER__071,Michelle Phelps,Grocery Shopping
2024-09-22,3.8690400000000005,Roblox,USER__145,Andres Mckinney,Gaming Credits
2024-12-17,60.22548,Bangalore Water Supply,USER__116,Patrick Knight,Water Bill
2024-10-10,108.50232000000001,MakeMyTrip,USER__175,Robert Mendoza,Hotel Booking
2024-12-10,106.29660000000001,BigBasket,USER__157,Anthony Armstrong,Grocery Shopping
2024-12-31,18.99132,SBI Life,USER__196,Chase Garcia,Insurance Premium
2024-10-21,15.685560000000002,NoBroker,USER__072,Crystal Knapp,Rent Payment
2024-11-06,34.38072,Netflix,USER__191,Carrie Nguyen,Streaming Service
2024-09-11,60.030120000000004,Bajaj Finserv,USER__012,Pamela Nguyen,Loan Repayment
2024-12-05,73.35719999999999,Reliance Energy,USER__151,Scott Daniels,Electricity Bill
2024-09-02,100.48560000000002,BYJU'S,USER__170,Timothy Collier,Education Fee
2024-12-13,35.25864,Flipkart Supermart,USER__079,Hannah Maynard,Grocery Shopping
2024-09-10,29.37876,Lifestyle,USER__020,Melanie Greene,Gift Card
2024-11-21,54.7572,Snapdeal,USER__012,Pamela Nguyen,Online Shopping
2024-12-26,17.488200000000003,Gujarat Gas,USER__082,Dana Hunt,Gas Bill
2024-12-25,47.293800000000005,Airtel,USER__068,Barbara Collins,Mobile Recharge
2024-09-29,106.68216000000001,Vedantu,USER__083,Brian Mcintyre,Education Fee
2024-12-19,58.234080000000006,Roblox,USER__129,Robert Rice,Gaming Credits
2025-01-10,88.42320000000001,CESC,USER__119,Donald Glass,Electricity Bill
2024-10-04,52.5486,Airtel,USER__006,Kimberly Ball,Mobile Recharge
2024-09-20,8.54052,Jio,USER__015,Jason Johnson,Mobile Recharge
2024-09-24,54.457319999999996,BYJU'S,USER__187,Anita Ramirez,Education Fee
2025-01-06,119.24051999999999,BSES,USER__056,Mark Bailey,Electricity Bill
2024-10-12,42.68772,Hathway,USER__045,Scott Chase,Internet Bill
2024-09-20,1.22652,Delhi Jal Board,USER__104,Elizabeth Johnson,Water Bill
2024-11-02,31.706879999999998,Roblox,USER__016,Thomas Salas,Gaming Credits
2024-10-12,4.79376,PVR Cinemas,USER__182,Kimberly Ross,Movie Ticket
2024-12-05,70.47432,Goibibo,USER__132,Katherine Howard,Bus Ticket
2024-10-08,17.99496,Fab Hotels,USER__184,Sarah Warner,Hotel Booking
2024-11-30,101.90460000000002,ACT Fibernet,USER__086,Joshua Burgess,Internet Bill
2024-12-01,59.784839999999996,Airbnb,USER__155,Christopher Campbell,Rent Payment
2024-12-29,51.36359999999999,BYJU'S,USER__164,Brian Jones,Education Fee
2024-09-25,24.531720000000004,Goibibo,USER__040,Michael Williams,Bus Ticket
2025-01-05,106.93439999999998,Rapido,USER__197,Amy Powell,Taxi Fare
2024-11-27,23.06256,Zomato,USER__008,Amber Brown,Food Delivery
2024-12-28,15.68424,Vedantu,USER__061,Melissa Turner,Education Fee
2024-12-01,64.77383999999999,MSEDCL,USER__152,Denise Mathews,Electricity Bill
2024-11-14,93.21456,Grofers,USER__169,Kurt Dennis,Grocery Shopping
2025-01-06,72.78059999999999,Flipkart Supermart,USER__161,David Barber,Grocery Shopping
2024-09-02,59.25863999999999,Roblox,USER__045,Scott Chase,Gaming Credits
2024-10-06,47.23944,Netflix,USER__110,Michael Paul,Streaming Service
2024-10-28,9.36012,Udemy,USER__114,Brenda Haas,Education Fee
2024-10-26,61.17407999999999,Delhi Jal Board,USER__103,Alison Leon,Water Bill
2025-01-10,71.28624,BSNL Broadband,USER__186,Betty Charles,Internet Bill
2024-12-03,58.62288,Swiggy,USER__026,John Woods,Food Delivery
2024-12-19,94.67352,Roblox,USER__113,Bianca Bell,Gaming Credits
2024-10-28,50.77056,Chennai Metro Water,USER__073,Hunter Peters,Water Bill
2025-01-12,81.2478,HDFC Life,USER__020,Melanie Greene,Insurance Premium
2025-01-03,34.19676,Idea,USER__127,Christopher Harris,Mobile Recharge
2025-01-01,65.54412,Airbnb,USER__051,Mark Anderson,Rent Payment
2024-10-12,95.26992000000001,Uber Eats,USER__091,Martha Gonzales,Food Delivery
2024-09-18,25.553520000000002,OYO Life,USER__082,Dana Hunt,Rent Payment
2024-11-30,9.02472,Flipkart,USER__004,Denise Porter,Online Shopping
2024-12-18,60.865440000000014,MakeMyTrip Bus,USER__083,Brian Mcintyre,Bus Ticket
2024-10-21,0.519,Amazon,USER__200,Gwendolyn Wiley,Online Shopping
2024-11-09,103.29623999999998,Netflix,USER__043,Ashley Smith,Streaming Service
2024-11-21,5.52204,HDFC Bank,USER__132,Katherine Howard,Loan Repayment
2024-11-30,79.48884,Nature's Basket,USER__150,Selena Lewis,Grocery Shopping
2024-10-15,43.762679999999996,Udemy,USER__130,Amy Mercer,Education Fee
2024-12-15,30.361439999999998,Lifestyle,USER__133,Matthew Aguilar,Gift Card
2024-12-27,15.603,Lifestyle,USER__096,Charles Glover,Gift Card
2024-10-16,32.73828,PUBG Mobile,USER__176,Ashley Campbell,Gaming Credits
2024-12-29,99.15228,SPI Cinemas,USER__019,Lisa Ross,Movie Ticket
2024-09-19,42.41196,Paytm Bus,USER__158,Kelly Bush,Bus Ticket
2024-11-09,40.30332,BYJU'S,USER__175,Robert Mendoza,Education Fee
2024-09-06,78.99,Minecraft,USER__041,Carolyn Brown,Gaming Credits
2025-01-11,40.961040000000004,Free Fire,USER__086,Joshua Burgess,Gaming Credits
2024-12-05,16.1082,MSEDCL,USER__148,Travis Reed,Electricity Bill
2024-11-25,107.17188,Cleartrip,USER__181,Anthony Miller,Flight Booking
2024-11-14,38.66196,Airbnb,USER__121,Sean Reilly,Hotel Booking
2024-12-07,106.40028000000001,Hathway,USER__194,Meghan Acosta,Internet Bill
2024-09-16,20.103,Mumbai Water,USER__101,Nicole Kaufman,Water Bill
2024-11-01,1.8205199999999997,Flipkart,USER__170,Timothy Collier,Online Shopping
2024-11-17,50.681279999999994,Grofers,USER__060,Richard Williams,Grocery Shopping
2024-10-28,28.12824,Mumbai Water,USER__132,Katherine Howard,Water Bill
2024-10-21,97.44816,PVR Cinemas,USER__068,Barbara Collins,Movie Ticket
2024-10-18,41.87964,Hyderabad Water Board,USER__117,Joseph Torres,Water Bill
2024-10-29,69.21372,Flipkart,USER__095,Margaret Carter,Gift Card
2025-01-10,50.15988,Adani Gas,USER__137,Kimberly Klein,Gas Bill
2024-10-11,92.6214,Hyderabad Water Board,USER__198,Sherri Rich,Water Bill
2024-10-31,41.495760000000004,MSEDCL,USER__168,Aaron Mckee,Electricity Bill
2024-09-04,78.2256,HDFC Bank,USER__108,William Willis,Loan Repayment
2024-09-18,67.58088000000001,Hathway,USER__065,Jose Green,Internet Bill
2024-10-08,67.56468000000001,NoBroker,USER__028,David Morrison,Rent Payment
2024-12-22,23.06808,SPI Cinemas,USER__030,Christy Ramos,Movie Ticket
2024-11-25,32.047920000000005,Ixigo,USER__192,Kimberly Bennett,Flight Booking
2024-09-22,25.86768,Flipkart,USER__005,Alexander Richardson,Gift Card
2024-11-13,73.31508,Paytm Bus,USER__077,William Contreras,Bus Ticket
2024-11-17,82.43676,Nestaway,USER__136,Holly Jackson,Rent Payment
2024-12-09,30.693599999999996,HDFC Bank,USER__085,Justin Mathews,Loan Repayment
2024-11-01,72.59172000000001,Max Life,USER__021,Michelle Kim,Insurance Premium
2024-11-11,76.30824000000001,Airtel Broadband,USER__118,Kristin Richardson,Internet Bill
2024-10-30,55.4922,HDFC Life,USER__187,Anita Ramirez,Insurance Premium
2024-10-26,103.40556,HDFC Life,USER__132,Katherine Howard,Insurance Premium
2025-01-05,22.876920000000002,Indraprastha Gas,USER__113,Bianca Bell,Gas Bill
2024-12-29,69.63444,BSNL,USER__089,Juan Kelly,Mobile Recharge
2024-11-02,12.43416,BigBasket,USER__061,Melissa Turner,Grocery Shopping
2025-01-05,54.428279999999994,Amazon Pay,USER__016,Thomas Salas,Gift Card
2024-10-01,18.18216,Vodafone,USER__079,Hannah Maynard,Mobile Recharge
2024-10-05,51.575520000000004,Amazon Prime,USER__146,Samuel Cabrera,Streaming Service
2024-11-24,78.2316,Roblox,USER__053,James Parker,Gaming Credits
2024-09-08,42.31692,Free Fire,USER__090,Christina Ellis,Gaming Credits
